idlojista,lojista,cluster,mundo,qtd_pedidos_colocados,qtd_itens_colocados,qtd_itens_aprovados,qtd_pedidos_aprovados,valorcolocado,valoraprovado,status_lojista,taxa_aprovacao
23223,Ousamais Brasil,A,Cauda Longa,2,2,2,2,174.2300,174.2300,ativo,1.00000000
23656,Empório do Cabeleireiro,A,Setup,22,23,17,16,5600.4600,3520.8800,ativo,0.62867693
23849,Maio Móveis,AA,Móveis,145,145,100,100,76009.8900,52336.2300,ativo,0.68854500
31721,Saúde Petropolis,A,Cauda Longa,2,2,2,2,232.9300,232.9300,ativo,1.00000000
33031,Kicasa Show Utilidades,A,Cauda Longa,73,87,65,56,9289.2700,6936.7300,ativo,0.74674652
33310,Loja Mix Perfumaria,A,Cauda Longa,136,157,135,117,20674.0800,18063.7100,ativo,0.87373707
33980,MICRO OFICINA DE ARTES,A,Cauda Longa,1,1,0,0,44.1000,0.0000,ativo,0E-8
34496,LIONS TRADE,A,Cauda Longa,16,16,10,10,5251.6000,2758.6000,ativo,0.52528753
34621,NEWDECOR,Setup,Cauda Longa,33,34,27,26,19224.7600,15037.2100,ativo,0.78217934
35383,EDITORA VIDA E CONSCIENCIA,A,Setup,3,3,0,0,141.5200,0.0000,ativo,0E-8
35993,Tudo para Decorar,Setup,Cauda Longa,4,4,4,4,1113.6000,1113.6000,ativo,1.00000000
36195,Megalar Utilidades,Setup,Cauda Longa,1,1,1,1,68.8500,68.8500,ativo,1.00000000
36270,WDS DISTRIBUIDORA,Setup,Setup,9,13,7,6,3366.8500,1952.5500,ativo,0.57993377
37364,Brienza Decor,Setup,Cauda Longa,1,1,1,1,379.8000,379.8000,ativo,1.00000000
37459,Passarelle Calcados,Setup,Cauda Longa,19,19,5,5,2364.5100,562.0800,ativo,0.23771521
41933,KOSTURA LOPES,Setup,Cauda Longa,2,5,5,2,239.3600,239.3600,ativo,1.00000000
48064,LALUKA BRINQUEDOS COMERCIO VAREJISTA LTDA,Setup,Cauda Longa,1,1,1,1,41.1400,41.1400,ativo,1.00000000
12231,Olist,AAA,Cauda Longa,45254,54153,38767,32417,8978965.8200,6024466.6100,ativo,0.67095328
16611,Livraria Luana,A,Cauda Longa,11,11,10,10,1457.9000,1267.7000,ativo,0.86953838
17035,Cookeletroraro,AAA,Linha Branca,251,254,183,180,782735.9000,409700.3400,ativo,0.52342091
17178,Zip Móveis,A,Móveis,76,78,60,59,19753.7500,15385.6600,ativo,0.77887287
17910,Dieta e Saúde Suplementos,A,Cauda Longa,94,116,93,74,16093.3500,13316.5700,ativo,0.82745793
20081,HUNION,A,Cauda Longa,24,27,14,13,4980.2900,2625.7800,ativo,0.52723436
20615,Autoprotetor,A,Cauda Longa,4,4,4,4,358.9800,358.9800,ativo,1.00000000
22212,COFRES VENTURA,A,Cauda Longa,26,27,19,18,27702.8800,19722.6700,ativo,0.71193573
29539,Gonzales Shop,A,Cauda Longa,1,1,0,0,104.6000,0.0000,ativo,0E-8
30861,Etna,AAA,Cauda Longa,350,544,436,276,93772.6300,67579.7400,ativo,0.72067660
33085,RAVATEX CASA,A,Cauda Longa,85,95,55,52,12833.8500,7667.3000,ativo,0.59742790
34953,ZAFRI,Setup,Setup,20,21,10,10,5719.9000,2681.4000,ativo,0.46878442
35179,BooBaby,A,Setup,62,63,43,42,21844.7800,15458.3000,ativo,0.70764274
35789,Villeni Bebidas,A,Setup,3,4,2,2,233.6400,110.9600,ativo,0.47491868
35967,NOAH,Setup,Cauda Longa,1,1,0,0,97.8000,0.0000,ativo,0E-8
36359,Agrotudoshop,Setup,Cauda Longa,4,4,4,4,1764.6300,1764.6300,ativo,1.00000000
36925,RONCALLI,Setup,Cauda Longa,43,46,38,35,9008.1600,7296.2500,ativo,0.80996008
37191,CHIMPANZEE,Setup,Cauda Longa,385,519,424,305,48827.1400,37603.2100,ativo,0.77012928
37234,DENATI,Setup,Cauda Longa,2,3,1,1,168.2900,89.3900,ativo,0.53116644
37829,Brasny,Setup,Cauda Longa,13,13,10,10,1802.5400,1229.9500,ativo,0.68234269
37940,ECASA DA ENFERMAGEM,Setup,Cauda Longa,35,72,55,27,5703.1800,4393.8700,ativo,0.77042457
39379,MÓVEIS LINHARES,Setup,Cauda Longa,57,61,41,37,53784.0200,31063.6000,ativo,0.57756189
42620,Callipets Comercio de produtos Pets,Setup,Cauda Longa,1,1,1,1,205.3500,205.3500,ativo,1.00000000
10859,Loja Positano,A,Cauda Longa,1,1,1,1,428.9300,428.9300,ativo,1.00000000
13806,Nova Eletrônicos,AAA,Tecnologia,15,15,6,6,62765.6500,21913.0500,ativo,0.34912488
13860,Fábrica do Ouro,AA,Cauda Longa,4,4,0,0,5439.5000,0.0000,ativo,0E-8
15118,DUBRASIL,A,Móveis,60,67,40,35,51582.3200,24240.2900,ativo,0.46993408
15131,Click Mais Beleza,A,Cauda Longa,14,15,11,11,2443.7100,1764.9800,ativo,0.72225428
16127,Virtual Music,A,Cauda Longa,1,1,0,0,252.1000,0.0000,ativo,0E-8
16128,DERMAdoctor,AAA,Cauda Longa,33,38,25,21,6998.2700,2586.7000,ativo,0.36961992
17027,PONTOFIT,A,Cauda Longa,2,2,2,2,341.1600,341.1600,ativo,1.00000000
23050,Marcajó Materiais Elétricos,A,Cauda Longa,1,6,0,0,345.4200,0.0000,ativo,0E-8
33147,AR BRASIL,A,Cauda Longa,74,102,88,61,6048.9400,4893.3800,ativo,0.80896488
33642,Apaixonados por Cerveja,A,Cauda Longa,5,5,4,4,277.2300,214.7200,ativo,0.77451935
33667,Talyuli Moda Intima,A,Cauda Longa,2,3,3,2,136.8300,136.8300,ativo,1.00000000
33793,Rádio Classic,A,Cauda Longa,120,121,98,97,132499.0200,107514.9700,ativo,0.81143974
34519,MMPAES SHOP,A,Cauda Longa,53,73,44,37,14241.5300,8656.2800,ativo,0.60781953
34882,SEA EXPRESS,Setup,Cauda Longa,2,3,3,2,249.8000,249.8000,ativo,1.00000000
35425,GREGO METAL,Setup,Setup,1,1,1,1,67.5100,67.5100,ativo,1.00000000
35751,A Catenna Cosmeticos,A,Setup,1,1,0,0,108.2000,0.0000,ativo,0E-8
35758,Porto de Letras Livraria,A,Setup,75,80,71,68,5314.7200,4846.2200,ativo,0.91184860
36085,PARA COMPUTADORES,Setup,Setup,2,2,1,1,217.6800,96.7900,ativo,0.44464351
36138,TECNOMIDIA,Setup,Setup,26,39,37,24,3023.5900,2917.9000,ativo,0.96504486
36174,SUL MINEIRA COMERCIO ELETRONICO ME,Setup,Cauda Longa,7,7,6,6,1623.4100,1466.1600,ativo,0.90313599
37147,KOMBIGODE STORE,Setup,Cauda Longa,8,9,7,6,843.5000,570.8000,ativo,0.67670421
37846,Badulak's Brinquedos,Setup,Cauda Longa,7,7,6,6,909.1900,784.1800,ativo,0.86250399
40810,Dunne It,Setup,Cauda Longa,5,5,4,4,790.8000,656.1000,ativo,0.82966616
11656,RS Performance,A,Cauda Longa,1,1,0,0,1911.6000,0.0000,ativo,0E-8
12149,Digi Mania,A,Cauda Longa,10,12,12,10,4253.2200,4253.2200,ativo,1.00000000
13683,Ultra Shop!,A,Cauda Longa,81,81,38,38,68196.7300,21269.8500,ativo,0.31188959
14442,MD9.info,A,Cauda Longa,2,2,2,2,127.2000,127.2000,ativo,1.00000000
14509,CD Eletro,AA,Tecnologia,263,267,157,155,264299.3700,149998.6400,ativo,0.56753310
15392,Shopping Price,A,Cauda Longa,90,99,74,65,15439.0200,8100.2300,ativo,0.52465960
20225,San Remo,A,Cauda Longa,1,1,1,1,242.2000,242.2000,ativo,1.00000000
25398,Tenda Livre,A,Cauda Longa,12,15,10,7,1666.2800,912.4900,ativo,0.54762105
32756,Kawaii Store .,A,Cauda Longa,5,5,4,4,1490.3600,1152.5200,ativo,0.77331651
33435,CROY,A,Cauda Longa,15,16,12,11,3206.6800,2583.0900,ativo,0.80553407
33643,M&M Magazine,A,Cauda Longa,1,1,1,1,161.7800,161.7800,ativo,1.00000000
33792,Stock Up,Setup,Cauda Longa,42,42,27,27,84080.7300,45243.6000,ativo,0.53809714
34659,ULTRALIGHT,Setup,Setup,1,1,0,0,728.3800,0.0000,ativo,0E-8
35016,FORMIX,A,Cauda Longa,3,17,17,3,830.4600,830.4600,ativo,1.00000000
35430,THE BAR OFICIAL,AAA,Setup,25,53,39,15,6669.3000,4809.5500,ativo,0.72114765
35884,Razor Computadores,Setup,Setup,2,2,2,2,11648.0700,11648.0700,ativo,1.00000000
36188,GAHE Distribuidora,Setup,Cauda Longa,27,31,27,23,3256.4400,2738.0400,ativo,0.84080775
36543,Shop Tons,Setup,Cauda Longa,44,48,31,27,77283.7000,37602.0500,ativo,0.48654568
37211,Mobimax,Setup,Cauda Longa,13,16,14,11,1178.0700,1016.0800,ativo,0.86249544
37220,ANANT,Setup,Cauda Longa,1,1,0,0,119.5000,0.0000,ativo,0E-8
37518,COMPRASLEVE,Setup,Cauda Longa,2,2,0,0,330.0000,0.0000,ativo,0E-8
37994,BAU DOS BRINQUEDOS,Setup,Cauda Longa,1,1,1,1,151.9000,151.9000,ativo,1.00000000
39240,OLIVAR MÓVEIS,Setup,Cauda Longa,81,82,60,59,35556.5600,25778.4200,ativo,0.72499758
45855,Laura Bebê Reborn,Setup,Cauda Longa,16,16,16,16,1630.5600,1630.5600,ativo,1.00000000
13602,JOIAS GOLD,A,Cauda Longa,2,2,2,2,439.6700,439.6700,ativo,1.00000000
13969,HORIZONTE VIRTUAL,A,Cauda Longa,87,87,60,60,12130.9000,8203.3600,ativo,0.67623672
13977,Fenix Eletro Móveis,A,Móveis,834,878,571,539,553946.2600,289027.5800,ativo,0.52176105
14342,Laura Baby,A,Cauda Longa,8,8,5,5,373.4100,238.2600,ativo,0.63806540
14468,Só Courus,A,Cauda Longa,3,3,2,2,563.5000,447.2000,ativo,0.79361136
14704,Revendedor autorizado Casio,A,Cauda Longa,25,30,23,18,6270.6900,4334.8600,ativo,0.69128916
15731,ArtGeek,A,Cauda Longa,37,42,31,27,1847.6100,1369.8600,ativo,0.74142270
16479,Betta e Cia Aquários,A,Cauda Longa,4,4,3,3,360.8400,275.4300,ativo,0.76330229
17107,NovoShop,A,Tecnologia,11,11,8,8,4030.2400,2692.1500,ativo,0.66798751
18968,Alfatec Store,A,Tecnologia,23,24,12,12,68962.8200,11540.3800,ativo,0.16734205
24828,ECONOMIZOU,A,Tecnologia,32,33,18,17,54559.0700,25437.0000,ativo,0.46622862
25502,Blanco Decorações,A,Cauda Longa,95,141,113,73,10436.0300,7603.2900,ativo,0.72856153
32336,New Shop,A,Cauda Longa,17,17,12,12,5584.5800,3466.0800,ativo,0.62065187
32484,MALL ELETRONICOS,AAA,Cauda Longa,654,667,387,382,469905.6600,263904.0400,ativo,0.56161069
33396,MILPONTO,A,Tecnologia,2,6,5,1,179.5000,135.5000,ativo,0.75487465
34609,LOJA LOREAL PARIS,AAA,Cauda Longa,26,39,30,19,1956.8300,1602.1500,ativo,0.81874767
35770,MISTERO DECORACAO,Setup,Setup,11,12,11,10,3040.1500,2814.4500,ativo,0.92576024
35774,Peculiar Madame Juju,Setup,Setup,1,1,1,1,65.0200,65.0200,ativo,1.00000000
36349,Loja Straub,Setup,Cauda Longa,4,4,2,2,897.1700,538.9100,ativo,0.60067769
36912,Suplementos Evolution,Setup,Cauda Longa,1,1,1,1,53.5600,53.5600,ativo,1.00000000
37027,Instituto Embelleze,Setup,Cauda Longa,1,5,5,1,345.0000,345.0000,ativo,1.00000000
37513,PREMIUM INFORMATICA,Setup,Cauda Longa,7,7,6,6,7063.7000,5635.6000,ativo,0.79782550
37784,Diversão Store,Setup,Cauda Longa,5,5,5,5,903.1000,903.1000,ativo,1.00000000
37921,FIMEX LOJA,Setup,Cauda Longa,3,3,3,3,1350.4800,1350.4800,ativo,1.00000000
40923,PRIME TÊXTIL,Setup,Cauda Longa,5,5,3,3,5990.6700,2620.5800,ativo,0.43744356
44265,N10 SPORTS COMERCIO LTDA,Setup,Cauda Longa,5,5,1,1,2133.2800,370.2600,ativo,0.17356371
11126,SVC Laser,A,Tecnologia,2,3,3,2,215.3900,215.3900,ativo,1.00000000
13625,Mala Amada,A,Cauda Longa,3,3,2,2,902.4300,626.7500,ativo,0.69451370
16808,Milamak Costura e Bordado,A,Linha Branca,16,16,13,13,12378.5500,5003.6000,ativo,0.40421536
17784,Fashion Biju,A,Cauda Longa,10,11,4,3,650.2000,128.1600,ativo,0.19710858
19514,Zeus Store,A,Cauda Longa,7,11,11,7,1633.7300,1633.7300,ativo,1.00000000
19785,Wp Connect,A,Cauda Longa,114,152,102,76,19017.4100,12467.5200,ativo,0.65558454
20119,Arco-Iris Presentes,A,Cauda Longa,1,1,1,1,47.5000,47.5000,ativo,1.00000000
23665,IVEPARTS,A,Cauda Longa,3,3,1,1,20021.2400,187.2100,ativo,0.00935057
27916,Livraria Cultura,AAA,Cauda Longa,6,6,4,4,657.1400,537.6700,ativo,0.81819704
31982,Agrega,A,Cauda Longa,28,29,21,20,1728.3500,1137.3200,ativo,0.65803801
32759,CEKOCK A MARCA DO LOBO,A,Cauda Longa,1,1,0,0,86.6000,0.0000,ativo,0E-8
35604,DAMANNU SHOES,A,Setup,2,2,2,2,354.4000,354.4000,ativo,1.00000000
35959,REDSTONE,Setup,Setup,4,4,3,3,787.8000,663.4600,ativo,0.84216806
37134,SY MATERIAIS ELETRICOS,Setup,Cauda Longa,19,24,12,11,10468.8000,5183.0000,ativo,0.49509017
37154,BAZAR DO GRAFICO,Setup,Cauda Longa,1,1,1,1,70.4600,70.4600,ativo,1.00000000
37284,JHS MATERIAIS DE CONSTRUCAO LTDA,Setup,Cauda Longa,39,62,51,33,4637.3300,3346.5700,ativo,0.72165880
37716,LADY LOOK,Setup,Cauda Longa,7,9,9,7,1314.7700,1314.7700,ativo,1.00000000
41192,GIZPEL PAPELARIA,Setup,Cauda Longa,16,48,39,13,839.9600,699.3800,ativo,0.83263489
41260,QIBOX,Setup,Cauda Longa,1,1,1,1,79.8000,79.8000,ativo,1.00000000
12403,CABEÇA CAR,A,Cauda Longa,28,32,16,14,25441.1700,10050.5100,ativo,0.39504905
14309,Exclusiva Utilidades,A,Cauda Longa,91,108,78,62,28085.0600,15301.0100,ativo,0.54480959
15687,Corujamix,A,Cauda Longa,53,54,30,29,12668.2400,5860.6300,ativo,0.46262385
16546,Ruralban,A,Cauda Longa,5,5,4,4,1669.3800,1520.7900,ativo,0.91099091
16618,NextTime,A,Cauda Longa,13,13,9,9,5240.5300,4056.1900,ativo,0.77400377
17005,Our Shoes,A,Cauda Longa,3,3,2,2,444.8600,304.1800,ativo,0.68376568
17827,Royal Magazine,A,Cauda Longa,3,3,3,3,918.9500,918.9500,ativo,1.00000000
20026,DIGITAL DELTA,A,Tecnologia,4,4,4,4,175.8600,175.8600,ativo,1.00000000
20339,Fantasy Play,A,Cauda Longa,7,7,5,5,12720.6000,12620.2000,ativo,0.99210729
21709,Mulher Rainha,A,Cauda Longa,3,3,2,2,195.2500,121.2600,ativo,0.62104994
31329,Cominato,A,Móveis,403,414,298,291,225454.2000,152483.3200,ativo,0.67633834
31388,Estrela Móveis,AA,Móveis,650,660,436,429,568587.0000,372752.0000,ativo,0.65557602
31600,Drogaria Vila Carioca,A,Cauda Longa,5,8,3,2,260.2200,100.9500,ativo,0.38794097
32740,Brama Materiais,A,Cauda Longa,7,8,5,4,8243.6200,4763.3000,ativo,0.57781654
32959,Lojas Vettore,A,Cauda Longa,142,177,144,116,31210.5900,25609.9900,ativo,0.82055450
34329,ARTEX,AAA,Cauda Longa,22,35,24,16,3696.8000,2549.9000,ativo,0.68975871
35339,IMPORTAMIX,A,Setup,7,8,6,5,459.3000,288.8600,ativo,0.62891356
36444,Rocha Esportes,Setup,Cauda Longa,11,12,7,6,2049.2400,1251.5500,ativo,0.61073862
36917,LILABELLA COSMETICOS,Setup,Cauda Longa,20,22,18,16,5118.8400,2398.7800,ativo,0.46861789
37654,AÇO RIO,Setup,Cauda Longa,1,2,0,0,4128.3200,0.0000,ativo,0E-8
37655,HPLACE,Setup,Cauda Longa,49,70,53,38,24051.6500,18179.6400,inativo,0.75585833
38555,Mundo Fitness Eletronics,Setup,Cauda Longa,13,14,12,11,4834.8900,4293.9100,ativo,0.88810914
41094,Wave Comercial,Setup,Cauda Longa,22,22,12,12,4703.4500,2652.7500,ativo,0.56400089
10055,SHOPFISIO,AAA,Cauda Longa,322,443,359,258,54579.0900,42044.9900,ativo,0.77034978
14781,Lucicomercionet,A,Cauda Longa,3,3,3,3,381.9300,381.9300,ativo,1.00000000
17349,Isi Shop,A,Móveis,76,77,49,48,71756.6200,43883.6500,ativo,0.61156239
17387,Casa Expressa,A,Móveis,7,8,5,4,5070.5300,2825.3900,ativo,0.55721788
17942,Servtel,A,Tecnologia,122,123,89,88,14130.3000,9462.3000,ativo,0.66964608
19169,Nikity Sales,A,Cauda Longa,8,8,3,3,1653.8400,572.9900,ativo,0.34646036
19644,Kaury,A,Cauda Longa,5,8,4,4,1437.9500,1290.8300,ativo,0.89768768
22094,SUPERLED,A,Cauda Longa,20,31,27,17,4139.9100,3733.2100,ativo,0.90176115
27675,DOTEC SHOP,A,Cauda Longa,51,54,42,40,11939.9900,9487.2900,ativo,0.79458107
33920,FGM INFO,Setup,Cauda Longa,16,17,9,9,2344.0100,1221.2900,ativo,0.52102593
35474,Nebi Magazine,A,Setup,13,13,5,5,1034.0900,600.8500,ativo,0.58104227
36456,MPCEL,Setup,Cauda Longa,29,29,10,10,36876.1400,11568.5600,ativo,0.31371396
36767,TEIXEIRA ELETRO RIO,Setup,Cauda Longa,16,20,16,13,2131.3600,1937.1800,ativo,0.90889385
37598,PIRACANJUBA OFICIAL,Setup,Cauda Longa,166,747,585,123,15958.1200,12099.3300,ativo,0.75819269
11244,Capital do Enxoval,A,Cauda Longa,213,279,214,162,35268.8700,26540.4000,ativo,0.75251631
12128,Echo Vintage,A,Cauda Longa,5,5,3,3,6669.5700,3324.7100,ativo,0.49848941
16135,Iniciativa Fitness,A,Cauda Longa,70,128,85,52,16065.6400,12051.7400,ativo,0.75015623
18305,JOMBOX,A,Tecnologia,9,12,11,8,16385.1800,16269.3600,ativo,0.99293142
19641,Tacolado,A,Cauda Longa,36,72,58,29,3978.1800,3194.8400,ativo,0.80309086
24161,Meuri,A,Cauda Longa,2,2,2,2,1554.8600,1554.8600,ativo,1.00000000
26577,DIGODIGODIGO,A,Cauda Longa,2,3,2,1,309.9200,88.0800,ativo,0.28420237
31334,Minha Casa Merece,A,Móveis,134,144,96,88,75135.9100,49120.0100,ativo,0.65374879
33488,M.LOOY,Setup,Cauda Longa,2,3,1,1,395.3000,105.1000,ativo,0.26587402
33929,PYXON,A,Tecnologia,2,2,2,2,259.7800,259.7800,ativo,1.00000000
34053,IMAGENS BOM JESUS,A,Cauda Longa,8,9,6,5,1001.5400,619.2900,ativo,0.61833776
34429,ALLIPE,A,Cauda Longa,4,4,3,3,511.3700,363.4300,ativo,0.71069871
34686,SMART CONCEITO,A,Cauda Longa,20,20,13,13,1710.4000,1016.3700,ativo,0.59422942
36320,Tactical War Militaria e Airsoft,Setup,Cauda Longa,10,10,5,5,2011.5200,1031.4300,ativo,0.51276149
36607,GONDOLAS BH,Setup,Cauda Longa,2,2,2,2,2920.4100,2920.4100,ativo,1.00000000
37430,MIELLE BRINQUEDOS,Setup,Cauda Longa,3,3,3,3,273.4300,273.4300,ativo,1.00000000
40089,SHOPJJ COMERCIO DE BRINQUEDOS,Setup,Cauda Longa,1,1,1,1,52.5600,52.5600,ativo,1.00000000
40181,DIVERSITY VIRTUAL,Setup,Cauda Longa,1,1,1,1,626.7900,626.7900,ativo,1.00000000
40308,DESIGN 3D BOARD REVESTIMENTO,Setup,Cauda Longa,7,8,5,4,3428.3400,2009.9000,ativo,0.58626041
13595,VILLATRADE,A,Linha Branca,5,7,5,3,2616.3100,1107.9100,ativo,0.42346282
14073,Mil Grãos,A,Cauda Longa,8,9,6,5,359.2200,214.8000,ativo,0.59796225
17646,Ferramentas e Maquinas,A,Cauda Longa,6,15,13,5,1463.7300,1366.1300,ativo,0.93332104
19087,Santa Fe Calcados,A,Cauda Longa,20,22,14,12,4496.2900,2910.8000,ativo,0.64737817
21416,llvleuch,A,Cauda Longa,8,16,11,7,1416.9300,1230.5300,ativo,0.86844798
23480,METALURGICA HF,A,Cauda Longa,33,50,41,28,10822.5500,9176.3100,ativo,0.84788797
27561,EPILHAS,Setup,Cauda Longa,4,5,4,3,1083.7500,946.7400,ativo,0.87357785
31108,Singer do Brasil,AAA,Linha Branca,21,21,13,13,34066.5200,22058.7600,ativo,0.64752020
31870,Best Tenis,AAA,Cauda Longa,37,39,22,20,7243.3900,3703.8100,ativo,0.51133654
31961,Infoque,A,Móveis,149,149,113,113,78858.7000,56545.3800,ativo,0.71704682
33249,R & R Metais,A,Cauda Longa,17,29,25,16,3145.6800,3014.0000,ativo,0.95813942
33928,LOJA ARMAZEM GEEK,A,Cauda Longa,1,1,1,1,103.8300,103.8300,ativo,1.00000000
34339,VENDAS PONTUAL,A,Cauda Longa,3,3,3,3,1039.4800,1039.4800,ativo,1.00000000
34511,MUNDO DA MUSICA,A,Cauda Longa,5,5,2,2,7809.7300,788.2900,ativo,0.10093691
34745,LEPLEP FOTOGRAFIA,Setup,Cauda Longa,11,11,8,8,3096.7800,2137.0700,ativo,0.69009423
35139,ECOCELULAR,AA,Setup,152,161,24,24,273646.4300,40198.8300,ativo,0.14690062
35463,ALADIM AUTO PEÇAS,Setup,Setup,1,1,1,1,285.1000,285.1000,ativo,1.00000000
36988,TOPFITNESS SUPLEMENTOS,Setup,Cauda Longa,4,4,2,2,299.8500,146.9500,ativo,0.49007837
37013,TATY BIJU,Setup,Cauda Longa,4,4,2,2,7154.8000,3550.0000,ativo,0.49617040
37097,WEBHOUSE,Setup,Cauda Longa,5,5,3,3,6395.7800,3685.2000,ativo,0.57619243
37172,Pesca Brasil Leticia,Setup,Cauda Longa,15,19,12,11,2896.1000,2410.9600,ativo,0.83248507
37397,Sloth Sporting,Setup,Cauda Longa,5,5,4,4,912.7000,523.9500,ativo,0.57406596
40811,SOLAR SUPRIMENTOS,Setup,Cauda Longa,6,7,6,5,1626.5900,1441.3900,ativo,0.88614217
10523,Mundomax,A,Cauda Longa,137,165,119,96,48638.6300,32408.1700,ativo,0.66630516
15037,Loja Vou Comprar,AAA,Cauda Longa,74,81,68,61,14194.9100,11392.1700,ativo,0.80255317
16196,Instrusul,A,Cauda Longa,11,11,8,8,11043.8200,5888.9500,ativo,0.53323488
16582,trybo design,A,Cauda Longa,8,8,7,7,2180.6000,1898.7300,ativo,0.87073741
17206,Império do Corpo,A,Cauda Longa,1,1,1,1,177.0000,177.0000,ativo,1.00000000
18573,ClickFik,A,Cauda Longa,1,1,1,1,54.5500,54.5500,ativo,1.00000000
22285,Novidi,A,Tecnologia,1,1,1,1,42.8100,42.8100,ativo,1.00000000
25089,Ekenox,A,Linha Branca,5,6,2,2,3956.0000,1014.8000,ativo,0.25652174
32213,REI ATACADO,A,Cauda Longa,264,296,234,210,66259.9600,52428.2600,ativo,0.79125101
33388,Atlantis Relogios,A,Cauda Longa,1,1,1,1,124.0000,124.0000,ativo,1.00000000
34956,BGACESSORIOS,A,Cauda Longa,19,19,5,5,5831.6000,1581.1000,ativo,0.27112628
35678,Capelli Brasil,Setup,Setup,2,3,3,2,143.1000,143.1000,ativo,1.00000000
36927,EAZ ONLINE,Setup,Cauda Longa,3,3,1,1,733.3200,129.5000,ativo,0.17659412
37212,FINDSHOP,Setup,Cauda Longa,1,1,0,0,67.1800,0.0000,ativo,0E-8
37804,CASINHA JOIA,Setup,Cauda Longa,29,30,23,22,15785.0000,12207.0000,ativo,0.77332911
13653,Loja Portal,A,Cauda Longa,31,31,25,25,13919.9100,11267.3500,ativo,0.80944130
14016,Atual Store,A,Linha Branca,12,14,10,10,27041.1900,23498.8300,ativo,0.86900133
23177,SHOPSHOP,A,Móveis,25,34,30,21,17648.3400,16385.5900,ativo,0.92844936
31862,Nolasco Perfumaria,A,Cauda Longa,12,16,12,8,2789.3100,1170.3700,ativo,0.41959123
31869,Lumienergy,AAA,Cauda Longa,1309,1513,1261,1091,322640.7400,267926.0300,ativo,0.83041599
32120,Gran Hair,A,Cauda Longa,6,6,6,6,4822.7100,4822.7100,ativo,1.00000000
32451,Kikos Fitness,AAA,Cauda Longa,257,264,201,196,598565.4000,413972.8200,ativo,0.69160834
32735,Bebem Vestido,A,Cauda Longa,1,3,3,1,144.9300,144.9300,ativo,1.00000000
33307,Fem Distribuidora,A,Cauda Longa,70,94,79,55,11850.0600,10081.8800,ativo,0.85078725
34477,ALCALINA PURIFICADORES,A,Linha Branca,2,2,1,1,4980.0000,2490.0000,ativo,0.50000000
36278,PET CARONE,Setup,Setup,5,6,5,4,954.1000,796.9200,ativo,0.83525836
36873,Casa Facil,Setup,Cauda Longa,6,6,4,4,265.0900,180.8100,ativo,0.68207024
37803,MR RELOJOARIA,Setup,Cauda Longa,1,1,1,1,85.9200,85.9200,ativo,1.00000000
38277,DY FRAGRANCIAS,Setup,Cauda Longa,5,6,6,5,348.4400,348.4400,ativo,1.00000000
39147,JVS Artigos de Vestuario,Setup,Cauda Longa,8,12,8,6,2257.4200,1614.0200,ativo,0.71498436
40172,SINK FIBRAS LTDA,"","",2,2,2,2,498.2200,498.2200,ativo,1.00000000
40294,8 COMERCIAL E ASSESSORIA,Setup,Cauda Longa,3,11,11,3,565.2900,565.2900,ativo,1.00000000
40651,LOJA DAS PRINCESAS,Setup,Cauda Longa,1,1,1,1,54.3000,54.3000,ativo,1.00000000
40940,SOL AZUL,Setup,Cauda Longa,2,2,2,2,290.6800,290.6800,ativo,1.00000000
41676,SIM SPORTS,Setup,Cauda Longa,2,3,3,2,207.8700,207.8700,ativo,1.00000000
45015,REAL FORT COMERCIO E IMPORTACAO,Setup,Cauda Longa,3,3,0,0,262.0500,0.0000,ativo,0E-8
10429,Cheiro de Música,AAA,Cauda Longa,94,96,55,55,192597.5600,104299.5400,ativo,0.54154134
16222,CETRO MAQUINAS,A,Cauda Longa,3,3,2,2,2612.6000,1604.2000,ativo,0.61402434
17697,Milani Store,A,Móveis,89,95,60,57,81838.0400,47121.3000,ativo,0.57578725
19822,DTOFFICE,AAA,Tecnologia,8,8,6,6,3822.2000,2529.4000,ativo,0.66176548
33775,PAIS E FILHAS,A,Cauda Longa,10,10,8,8,1242.1900,993.8200,ativo,0.80005474
34064,LEONIDAS,A,Cauda Longa,12,13,12,11,1376.9600,1310.0600,ativo,0.95141471
34571,Loja Valflex,A,Setup,6,14,12,5,418.3000,398.3400,ativo,0.95228305
35405,TELEGUARU,A,Setup,2,2,1,1,3346.2000,1673.1000,ativo,0.50000000
35613,GR MEGASHOP,Setup,Cauda Longa,7,7,6,6,1875.4000,1631.6000,ativo,0.87000107
35699,OTICA TOTUS,A,Setup,3,4,1,1,1937.5000,287.8000,ativo,0.14854194
36838,Canal Store Action Sports,Setup,Cauda Longa,2,2,1,1,195.4300,131.0900,ativo,0.67077726
37261,Lojas Angelo,Setup,Cauda Longa,2,2,1,1,223.6900,88.5100,ativo,0.39568152
37653,MALU DECOR MOVEIS DECORATIVOS,Setup,Cauda Longa,35,35,16,16,23691.4000,9753.4000,ativo,0.41168525
40324,BCMED LOJA,Setup,Cauda Longa,28,34,26,21,22019.6500,10074.0700,ativo,0.45750364
12407,Panda Brinquedos,A,Cauda Longa,23,23,21,21,2851.4800,2649.4300,ativo,0.92914206
13841,Sandy Calçados,A,Cauda Longa,5,5,1,1,1345.4400,250.0900,ativo,0.18587971
16714,LINA DESIGN,A,Cauda Longa,4,4,4,4,1412.5400,1412.5400,ativo,1.00000000
